option randseed 1533727567854576;
option randseed 1533727567854576;
jobs, 8
depots, 2
techs, 4
skill domains, 2
skill levels, 2
weeks, 2
tech hours, 320
runs, 1000
problem testing: var_leave, var_arrive, var_start, var_twotech,
  var_night_away, var_hours_tech, var_tech_pair, var_late, objective,
  c_tech_min, c_tech_max, c_tech_inout, c_return_home;
Count	Result	Gurobi	CPLEX	Objective
1	solved	0.043993	18.0	solved	0.031995	18.0
2	solved	0.038993	27.0	solved	0.025996	27.0
3	solved	0.072989	25.0	solved	0.044994	25.0
4	solved	0.052991	29.0	solved	0.027996	29.0
5	solved	0.050992	33.0	solved	0.026996	33.0
6	solved	0.048993	30.0	solved	0.033995	30.0
7	solved	0.039994	23.0	solved	0.022996	23.0
8	solved	0.040994	22.0	solved	0.024996	22.0
9	solved	0.071989	24.0	solved	0.045994	24.0
10	solved	0.052991	39.0	solved	0.032995	39.0
11	solved	0.056991	24.0	solved	0.035995	24.0
12	solved	0.047993	22.0	solved	0.031995	22.0
13	solved	0.041994	24.0	solved	0.029995	24.0
14	solved	0.053992	26.0	solved	0.036994	26.0
15	solved	0.044994	23.0	solved	0.025995	23.0
16	solved	0.051992	21.0	solved	0.031995	21.0
17	solved	0.039995	36.0	solved	0.023996	36.0
18	solved	0.050992	23.0	solved	0.033995	23.0
19	solved	0.047993	26.0	solved	0.030995	26.0
20	solved	0.042994	24.0	solved	0.026996	24.0
21	solved	0.054991	24.0	solved	0.033995	24.0
22	solved	0.047992	26.0	solved	0.033995	26.0
23	solved	0.036994	26.0	solved	0.022997	26.0
24	solved	0.053992	22.0	solved	0.030996	22.0
25	solved	0.048992	22.0	solved	0.029995	22.0
26	solved	0.046993	27.0	solved	0.025997	27.0
27	solved	0.042992	27.0	solved	0.024997	27.0
28	solved	0.039994	24.0	solved	0.024996	24.0
29	solved	0.056991	33.0	solved	0.030995	33.0
30	solved	0.043994	24.0	solved	0.027996	24.0
31	solved	0.068989	20.0	solved	0.043993	20.0
32	solved	0.059992	23.0	solved	0.037994	23.0
33	solved	0.045993	22.0	solved	0.023996	22.0
34	solved	0.048992	27.0	solved	0.029995	27.0
35	solved	0.045994	30.0	solved	0.028996	30.0
36	solved	0.034994	22.0	solved	0.024996	22.0
37	solved	0.038994	34.0	solved	0.029996	34.0
38	solved	0.058991	30.0	solved	0.037994	30.0
39	solved	0.050993	20.0	solved	0.034995	20.0
40	solved	0.050991	28.0	solved	0.028996	28.0
41	solved	0.043993	30.0	solved	0.030996	30.0
42	solved	0.052992	21.0	solved	0.034994	21.0
43	solved	0.045993	25.0	solved	0.025996	25.0
44	solved	0.062991	20.0	solved	0.033995	20.0
45	solved	0.051991	32.0	solved	0.031996	32.0
46	solved	0.056991	30.0	solved	0.038994	30.0
47	solved	0.070989	24.0	solved	0.043994	24.0
48	solved	0.041993	25.0	solved	0.026996	25.0
49	solved	0.039994	30.0	solved	0.026996	30.0
50	solved	0.058991	28.0	solved	0.033995	28.0
51	solved	0.049992	24.0	solved	0.030995	24.0
52	solved	0.059991	30.0	solved	0.037995	30.0
53	solved	0.046993	29.0	solved	0.029995	29.0
54	solved	0.052992	24.0	solved	0.032995	24.0
55	solved	0.041994	26.0	solved	0.024996	26.0
56	solved	0.046993	26.0	solved	0.033994	26.0
57	solved	0.051992	24.0	solved	0.029996	24.0
58	solved	0.038994	28.0	solved	0.022996	28.0
59	solved	0.039995	18.0	solved	0.024995	18.0
60	solved	0.042994	28.0	solved	0.024996	28.0
61	solved	0.055991	22.0	solved	0.036995	22.0
62	solved	0.042993	24.0	solved	0.024997	24.0
63	solved	0.048992	22.0	solved	0.029996	22.0
64	solved	0.053992	28.0	solved	0.029995	28.0
65	solved	0.048993	20.0	solved	0.031995	20.0
66	solved	0.044993	27.0	solved	0.026996	27.0
67	solved	0.049992	18.0	solved	0.031995	18.0
68	solved	0.034995	27.0	solved	0.021996	27.0
69	solved	0.068990	21.0	solved	0.035995	21.0
70	solved	0.036994	29.0	solved	0.022997	29.0
71	solved	0.055991	28.0	solved	0.031995	28.0
72	solved	0.037995	34.0	solved	0.024996	34.0
73	solved	0.047993	22.0	solved	0.030994	22.0
74	solved	0.043994	38.0	solved	0.026996	38.0
75	solved	0.053991	30.0	solved	0.032996	30.0
76	solved	0.069989	32.0	solved	0.043993	32.0
77	solved	0.056992	22.0	solved	0.036994	22.0
78	solved	0.038994	34.0	solved	0.025996	34.0
79	solved	0.032995	28.0	solved	0.019997	28.0
80	solved	0.054992	20.0	solved	0.034994	20.0
81	solved	0.044993	35.0	solved	0.028996	35.0
82	solved	0.032995	27.0	solved	0.020997	27.0
83	solved	0.036994	21.0	solved	0.021997	21.0
84	solved	0.064990	30.0	solved	0.043993	30.0
85	solved	0.050992	38.0	solved	0.035995	38.0
86	solved	0.037994	26.0	solved	0.022996	26.0
87	solved	0.052992	24.0	solved	0.032996	24.0
88	solved	0.075988	20.0	solved	0.040994	20.0
89	solved	0.050992	38.0	solved	0.034995	38.0
90	solved	0.044993	23.0	solved	0.027995	23.0
91	solved	0.057992	28.0	solved	0.034995	28.0
92	solved	0.049992	22.0	solved	0.028995	22.0
93	solved	0.055992	22.0	solved	0.033995	22.0
94	solved	0.047993	20.0	solved	0.029995	20.0
95	solved	0.056992	26.0	solved	0.031995	26.0
96	solved	0.071989	24.0	solved	0.048992	24.0
97	solved	0.054992	22.0	solved	0.038994	22.0
98	solved	0.043993	23.0	solved	0.023997	23.0
99	solved	0.051991	24.0	solved	0.032996	24.0
100	solved	0.049992	33.0	solved	0.030996	33.0
101	solved	0.045992	18.0	solved	0.027996	18.0
102	solved	0.049993	20.0	solved	0.035994	20.0
103	solved	0.077988	27.0	solved	0.045993	27.0
104	solved	0.046993	24.0	solved	0.037995	24.0
105	solved	0.047992	28.0	solved	0.029996	28.0
106	solved	0.043993	22.0	solved	0.026995	22.0
107	solved	0.048994	27.0	solved	0.031994	27.0
108	solved	0.059991	27.0	solved	0.038995	27.0
109	solved	0.040993	35.0	solved	0.023996	35.0
110	solved	0.049992	33.0	solved	0.030997	33.0
111	solved	0.038993	25.0	solved	0.022996	25.0
112	solved	0.042994	23.0	solved	0.025996	23.0
113	solved	0.051993	24.0	solved	0.032994	24.0
114	solved	0.044994	24.0	solved	0.026995	24.0
115	solved	0.040994	31.0	solved	0.025996	31.0
116	solved	0.049992	30.0	solved	0.029996	30.0
117	solved	0.069989	25.0	solved	0.043994	25.0
118	solved	0.055991	32.0	solved	0.028996	32.0
119	solved	0.043993	30.0	solved	0.026996	30.0
120	solved	0.046992	28.0	solved	0.026997	28.0
121	solved	0.049992	34.0	solved	0.031996	34.0
122	solved	0.054991	23.0	solved	0.033995	23.0
123	solved	0.039994	23.0	solved	0.024996	23.0
124	solved	0.034995	24.0	solved	0.023996	24.0
125	solved	0.046993	33.0	solved	0.026996	33.0
126	solved	0.039994	27.0	solved	0.023996	27.0
127	solved	0.041993	30.0	solved	0.024996	30.0
128	solved	0.058992	22.0	solved	0.033994	22.0
129	solved	0.045993	23.0	solved	0.029996	23.0
130	solved	0.049993	22.0	solved	0.027996	22.0
131	solved	0.052992	36.0	solved	0.031994	36.0
132	solved	0.055992	26.0	solved	0.029995	26.0
133	solved	0.052992	21.0	solved	0.029996	21.0
134	solved	0.038993	22.0	solved	0.021997	22.0
135	solved	0.043994	18.0	solved	0.026995	18.0
136	solved	0.046993	26.0	solved	0.027996	26.0
137	solved	0.030995	28.0	solved	0.018997	28.0
138	solved	0.058991	30.0	solved	0.034995	30.0
139	solved	0.068989	21.0	solved	0.036995	21.0
140	solved	0.054992	22.0	solved	0.029995	22.0
141	solved	0.068989	26.0	solved	0.040994	26.0
142	solved	0.045994	24.0	solved	0.030995	24.0
143	solved	0.038994	32.0	solved	0.020997	32.0
144	solved	0.040993	36.0	solved	0.018998	36.0
145	solved	0.058991	22.0	solved	0.033994	22.0
146	solved	0.046993	21.0	solved	0.028995	21.0
147	solved	0.068990	26.0	solved	0.041994	26.0
148	solved	0.042994	24.0	solved	0.027995	24.0
149	solved	0.073988	25.0	solved	0.044994	25.0
150	solved	0.060990	32.0	solved	0.036995	32.0
151	solved	0.033995	18.0	solved	0.021997	18.0
152	solved	0.057991	20.0	solved	0.034995	20.0
153	solved	0.032994	28.0	solved	0.022997	28.0
154	solved	0.042993	24.0	solved	0.025997	24.0
155	solved	0.045993	19.0	solved	0.030995	19.0
156	solved	0.049992	33.0	solved	0.028995	33.0
157	solved	0.058992	26.0	solved	0.032994	26.0
158	solved	0.052993	22.0	solved	0.032995	22.0
159	solved	0.033995	33.0	solved	0.025996	33.0
160	solved	0.032995	33.0	solved	0.020997	33.0
161	solved	0.039993	36.0	solved	0.025997	36.0
162	solved	0.055990	28.0	solved	0.028997	28.0
163	solved	0.046993	30.0	solved	0.026996	30.0
164	solved	0.061990	30.0	solved	0.038994	30.0
165	solved	0.033995	22.0	solved	0.020997	22.0
166	solved	0.058990	22.0	solved	0.034995	22.0
167	solved	0.046993	24.0	solved	0.029995	24.0
168	solved	0.040994	18.0	solved	0.024996	18.0
169	solved	0.033995	27.0	solved	0.016997	27.0
170	solved	0.035995	24.0	solved	0.023996	24.0
171	solved	0.060991	30.0	solved	0.034995	30.0
172	solved	0.045993	19.0	solved	0.028995	19.0
173	solved	0.070990	22.0	solved	0.040994	22.0
174	solved	0.050992	30.0	solved	0.034994	30.0
175	solved	0.050993	26.0	solved	0.028995	26.0
176	solved	0.045993	21.0	solved	0.027996	21.0
177	solved	0.059991	24.0	solved	0.037994	24.0
178	solved	0.051992	26.0	solved	0.034995	26.0
179	solved	0.050992	22.0	solved	0.031995	22.0
180	solved	0.060991	25.0	solved	0.036994	25.0
181	solved	0.047993	27.0	solved	0.031995	27.0
182	solved	0.042994	32.0	solved	0.021996	32.0
183	solved	0.065991	23.0	solved	0.036994	23.0
184	solved	0.023996	24.0	solved	0.015998	24.0
185	solved	0.045992	33.0	solved	0.026996	33.0
186	solved	0.048993	34.0	solved	0.029996	34.0
187	solved	0.036994	26.0	solved	0.021996	26.0
188	solved	0.047994	24.0	solved	0.028995	24.0
189	solved	0.057991	24.0	solved	0.034995	24.0
190	solved	0.034994	32.0	solved	0.020997	32.0
191	solved	0.050993	30.0	solved	0.028995	30.0
192	solved	0.050992	21.0	solved	0.032995	21.0
193	solved	0.039994	26.0	solved	0.025996	26.0
194	solved	0.048993	24.0	solved	0.029995	24.0
195	solved	0.046993	28.0	solved	0.027996	28.0
196	solved	0.051992	24.0	solved	0.031995	24.0
197	solved	0.053992	22.0	solved	0.035995	22.0
198	solved	0.046992	26.0	solved	0.030996	26.0
199	solved	0.050992	22.0	solved	0.029995	22.0
200	solved	0.040994	23.0	solved	0.024997	23.0
201	solved	0.054990	24.0	solved	0.031996	24.0
202	solved	0.052992	28.0	solved	0.033995	28.0
203	solved	0.042994	24.0	solved	0.028995	24.0
204	solved	0.063990	31.0	solved	0.033995	31.0
205	solved	0.031995	32.0	solved	0.021996	32.0
206	solved	0.059992	24.0	solved	0.033994	24.0
207	solved	0.065991	20.0	solved	0.041993	20.0
208	solved	0.053992	21.0	solved	0.033995	21.0
209	solved	0.047992	33.0	solved	0.029996	33.0
210	solved	0.048993	21.0	solved	0.028994	21.0
211	solved	0.069991	21.0	solved	0.043993	21.0
212	solved	0.047993	26.0	solved	0.025996	26.0
213	solved	0.054991	28.0	solved	0.033995	28.0
214	solved	0.054992	35.0	solved	0.034994	35.0
215	solved	0.043994	25.0	solved	0.030995	25.0
216	solved	0.060990	28.0	solved	0.031996	28.0
217	solved	0.055992	22.0	solved	0.034993	22.0
218	solved	0.046993	26.0	solved	0.028996	26.0
219	solved	0.040994	29.0	solved	0.028995	29.0
220	solved	0.039994	24.0	solved	0.024997	24.0
221	solved	0.038993	22.0	solved	0.026997	22.0
222	solved	0.035994	37.0	solved	0.016998	37.0
223	solved	0.068989	27.0	solved	0.036995	27.0
224	solved	0.028995	28.0	solved	0.019997	28.0
225	solved	0.054992	20.0	solved	0.032995	20.0
226	solved	0.047993	30.0	solved	0.028995	30.0
227	solved	0.331950	25.0	solved	0.029995	25.0
228	solved	0.049992	21.0	solved	0.030995	21.0
229	solved	0.057991	22.0	solved	0.034995	22.0
230	solved	0.056992	24.0	solved	0.036995	24.0
231	solved	0.040993	22.0	solved	0.027996	22.0
