option randseed 1535543444193711;
option randseed 1535543444193711;
duration [*,*]
:   1    2     :=
1   10   -1
2    4   -1
3    1   -1
4    5   -1
5   -1   15
6    3   -1
7    1   -1
8   -1   11
;

jobs, 8
depots, 2
techs, 4
skill domains, 2
skill levels, 2
weeks, 1
tech hours, 160
runs, 1000
problem testing: var_leave, var_arrive, var_start, var_twotech,
  var_night_away, var_hours_tech, var_tech_pair, var_late, objective,
  c_tech_min, c_tech_max, c_tech_inout, c_return_home, c_arcs, c_twotech,
  c_pair_balance, c_pair_sym, c_pair_ub, c_tw_arrive, c_tw_leave,
  c_start_time, c_finish_time;
Count	Result	Gurobi	CPLEX	Objective
1	solved	206.338631	10.0	solved	34.704723	10.0
2	infeas	0.081988	11.0	infeas	0.060991	11.0
3	infeas	0.063990	3.0	infeas	0.048993	3.0
4	infeas	0.076988	6.0	infeas	0.060991	6.0
5	infeas	0.077988	6.0	infeas	0.058992	6.0
6	infeas	0.064989	4.0	infeas	0.051993	4.0
7	infeas	0.085986	0.0	infeas	0.065990	0.0
8	infeas	0.074989	1.0	infeas	0.056991	1.0
9	infeas	0.085987	4.0	infeas	0.066989	4.0
10	infeas	0.084988	0.0	infeas	0.066990	0.0
11	infeas	0.080987	1.0	infeas	0.063991	1.0
12	infeas	0.078988	0.0	infeas	0.063990	0.0
13	infeas	0.075989	2.0	infeas	0.056991	2.0
14	infeas	0.070989	2.0	infeas	0.053992	2.0
15	solved	8.127764	8.0	solved	0.577912	8.0
16	infeas	0.074989	12.0	infeas	0.057991	12.0
17	infeas	0.087987	1.0	infeas	0.065990	1.0
18	infeas	0.086987	4.0	infeas	0.070989	4.0
19	solved	327.978139	16.0	solved	620.084733	16.0
20	solved	182.770215	10.0	limit	893.468172	10.0
21	infeas	0.078988	8.0	infeas	0.062990	8.0
22	infeas	0.090987	5.0	infeas	0.071989	5.0
23	infeas	0.076988	3.0	infeas	0.060991	3.0
24	infeas	0.071989	2.0	infeas	0.054992	2.0
25	solved	8.837656	8.0	solved	0.726890	8.0
26	infeas	0.073988	0.0	infeas	0.058991	0.0
27	infeas	0.068990	2.0	infeas	0.052991	2.0
28	infeas	0.080989	0.0	infeas	0.056991	0.0
29	infeas	0.082987	1.0	infeas	0.064990	1.0
30	infeas	0.080988	0.0	infeas	0.060990	0.0
31	solved	7.332886	14.0	solved	0.770883	14.0
32	infeas	0.073988	15.0	infeas	0.056992	15.0
33	solved	11.473256	12.0	solved	0.682896	12.0
34	infeas	0.063990	20.0	infeas	0.049992	20.0
35	infeas	0.088987	10.0	infeas	0.069989	10.0
36	infeas	0.075989	7.0	infeas	0.060991	7.0
37	infeas	0.079987	4.0	infeas	0.060991	4.0
38	solved	8.556699	22.0	solved	0.787880	22.0
39	infeas	0.081988	13.0	infeas	0.065990	13.0
40	infeas	0.079988	11.0	infeas	0.065990	11.0
41	infeas	0.071989	9.0	infeas	0.054991	9.0
42	infeas	0.073990	0.0	infeas	0.056990	0.0
43	infeas	0.085988	1.0	infeas	0.066990	1.0
44	infeas	0.073988	2.0	infeas	0.057991	2.0
45	infeas	0.068990	2.0	infeas	0.050992	2.0
46	infeas	0.081988	0.0	infeas	0.059991	0.0
47	infeas	0.082987	2.0	infeas	0.064990	2.0
48	solved	158.798859	10.0	limit	812.244520	10.0
49	solved	356.487805	28.0	solved	0.882866	28.0
50	infeas	0.085987	7.0	infeas	0.067990	7.0
51	infeas	0.085986	6.0	infeas	0.068990	6.0
52	infeas	0.068990	8.0	infeas	0.055992	8.0
53	infeas	0.079987	4.0	infeas	0.062991	4.0
54	infeas	0.078987	2.0	infeas	0.062991	2.0
55	infeas	0.069990	6.0	infeas	0.054991	6.0
56	infeas	0.063990	0.0	infeas	0.049992	0.0
57	infeas	0.083988	2.0	infeas	0.065990	2.0
58	infeas	0.078988	4.0	infeas	0.058991	4.0
59	solved	114.329619	10.0	limit	465.873176	10.0
60	solved	7.130916	8.0	solved	0.563915	8.0
61	infeas	0.082987	9.0	infeas	0.065990	9.0
62	infeas	0.078988	1.0	infeas	0.062990	1.0
63	limit	1153.698612	16.0	limit	985.493182	16.0
64	infeas	0.079988	6.0	infeas	0.061990	6.0
65	infeas	0.075989	6.0	infeas	0.061990	6.0
66	infeas	0.079989	2.0	infeas	0.062990	2.0
67	infeas	0.064990	6.0	infeas	0.047992	6.0
68	infeas	0.087987	4.0	infeas	0.066990	4.0
69	infeas	0.060991	2.0	infeas	0.048992	2.0
70	infeas	0.090986	2.0	infeas	0.068990	2.0
71	infeas	0.083987	4.0	infeas	0.062991	4.0
72	infeas	0.066989	6.0	infeas	0.051992	6.0
73	infeas	0.076989	3.0	infeas	0.059991	3.0
74	infeas	0.088986	6.0	infeas	0.069989	6.0
75	infeas	0.066990	6.0	infeas	0.049992	6.0
76	infeas	0.070990	6.0	infeas	0.051992	6.0
77	infeas	0.084987	3.0	infeas	0.065990	3.0
78	solved	5.398180	16.0	solved	0.883865	16.0
79	infeas	0.093986	22.0	infeas	0.072988	22.0
80	infeas	0.068990	17.0	infeas	0.052992	17.0
81	solved	81.889551	14.0	solved	63.375366	14.0
82	infeas	0.084986	12.0	infeas	0.061991	12.0
83	infeas	0.077989	3.0	infeas	0.057990	3.0
84	infeas	0.076989	8.0	infeas	0.061991	8.0
85	infeas	0.075987	6.0	infeas	0.060992	6.0
86	infeas	0.069989	2.0	infeas	0.053992	2.0
87	infeas	0.075989	2.0	infeas	0.058991	2.0
88	infeas	0.080987	0.0	infeas	0.059990	0.0
89	infeas	0.083988	1.0	infeas	0.066989	1.0
90	infeas	0.081989	1.0	infeas	0.060990	1.0
91	infeas	0.083988	1.0	infeas	0.066989	1.0
92	solved	6.119070	12.0	solved	0.751885	12.0
